"Asutuse registrikood";"Asutuse täisnimi";"Maakond, linn/vald, küla";"Tänav/maja";"Arhiv. kp";"Lõp.akt.nimi";"Lõpet. nr";"Lõpetamise akti kuupäev";"Lõpet.kp";"Arhiivis";"E-mail"
"75007505";"Külitse Raamatukogu";"Külitse küla, Üœlenurme vald, Tartu maakond";"Järve tee 1";"";"";"";"00000000";"";"";"VALD@YLENURME.EE"
"75012446";"Laagri Lasteaed";"Laagri alevik, Saue vald, Harju maakond";"Männimetsa tee 53";"";"";"";"00000000";"";"";"LLA@HOT.EE"
"75002270";"Laatre Raamatukogu";"Laatre alevik, Tõlliste vald, Valga maakond";"Uus 2a";"";"";"";"00000000";"";"";""
"75010855";"Laekvere Lasteaed \"Rüblik\"";"Laekvere alevik, Laekvere vald, Lääne-Viru maakond";"Salutaguse tee 6";"";"";"";"00000000";"";"";""
"75010832";"Laekvere Põhikool";"Laekvere alevik, Laekvere vald, Lääne-Viru maakond";"Kesk 8";"";"";"";"00000000";"";"";"IKVEREPK@ESTPAK.EE"
"75010810";"Laekvere Rahva Maja";"Laekvere alevik, Laekvere vald, Lääne-Viru maakond";"Kesk 12";"";"";"";"00000000";"";"";"LAEKVERE.RAHVA-MAJA@MAT.EE"
"75010849";"Laekvere Rahvaraamatukogu";"Laekvere alevik, Laekvere vald, Lääne-Viru maakond";"Salutaguse tee 6";"";"";"";"00000000";"";"";""
"75010803";"Laekvere Vallavalitsus";"Laekvere alevik, Laekvere vald, Lääne-Viru maakond";"Salutaguse tee 2";"";"";"";"00000000";"";"";"LAEKVERE@LAEKVERE.EE"
"75020351";"Laeva Kultuurimaja";"Laeva küla, Laeva vald, Tartu maakond";"Väänikvere tee 6";"";"";"";"00000000";"";"";"KULTUUR@LAEVA.EE"
"75020368";"Laeva Lasteaed";"Laeva küla, Laeva vald, Tartu maakond";"Väänikvere tee 8";"";"";"";"00000000";"";"";"MERLE@LAEVA.EE"
"75020345";"Laeva Põhikool";"Laeva küla, Laeva vald, Tartu maakond";"Aeru tee 1";"";"";"";"00000000";"";"";"NADEZDA.NIKLUS@LAEVA.EDU.EE"
"75020374";"Laeva Rahvaraamatukogu";"Laeva küla, Laeva vald, Tartu maakond";"";"";"";"";"00000000";"";"";"LAEVARAAM@HOT.EE"
"75020339";"Laeva Vallavalitsus";"Laeva küla, Laeva vald, Tartu maakond";"Väänikvere tee 8";"";"";"";"00000000";"";"";"LAEVA@LAEVA.EE"
"75038670";"Laeva valla Avatud Noortekeskus";"Laeva küla, Laeva vald, Tartu maakond";"Väänikvere tee 5";"00000000";"";"";"00000000";"00000000";"";"NOORTEKESKUS@LAEVA.EE"
"75026193";"Lagedi Kool";"Lagedi alevik, Rae vald, Harju maakond";"Kooli tn 18";"";"";"";"00000000";"";"";"KOOL@LAGEDI.EDU.EE"
"75026164";"Lagedi Raamatukogu";"Lagedi alevik, Rae vald, Harju maakond";"Jaama 1";"";"";"";"00000000";"";"";"LAGEDI.RMK@RAE.EE"
"75009504";"Lahe Kultuurimaja";"Lahe küla, Laheda vald, Põlva maakond";"";"";"";"";"00000000";"";"";""
"75009496";"Lahe Raamatukogu";"Lahe küla, Laheda vald, Põlva maakond";"";"";"";"";"00000000";"";"";"AINIKA1@HOT.EE"
"75035163";"Laheda Sotsiaalkeskus";"Tilsi küla, Laheda vald, Põlva maakond";"";"00000000";"";"";"00000000";"00000000";"";""
"75009467";"Laheda Vallavalitsus";"Tilsi küla, Laheda vald, Põlva maakond";"Külakeskuse";"";"";"";"00000000";"";"";"VALD@LAHEDA.EE"
"70002822";"Lahmuse Kool";"Lahmuse küla, Suure-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"LAHMUSE@LAHMUSE.EDU.EE"
"75020823";"Laimjala Rahvamaja";"Laimjala küla, Laimjala vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75020836";"Laimjala Rahvaraamatukogu";"Laimjala küla, Laimjala vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75020859";"Laimjala Sotsiaalkorter-Päevakeskus";"Laimjala küla, Laimjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"LAIMJALA@ESTPAK.EE"
"75020799";"Laimjala Vallavalitsus";"Laimjala küla, Laimjala vald, Saare maakond";"";"";"";"";"00000000";"";"";"LAIMJALA@ESTPAK.EE"
"75011435";"Laitse Raamatukogu";"Laitse küla, Kernu vald, Harju maakond";"Laitse 41-7";"";"";"";"00000000";"";"";""
"75003654";"Laiuse Põhikool";"Laiuse alevik, Jõgeva vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"KOOL@LAIUSEPK.EDU.EE"
"75003625";"Laiuse Raamatukogu";"Laiuse alevik, Jõgeva vald, Jõgeva maakond";"Kuremaa tee 30";"";"";"";"00000000";"";"";"KATRE@LAIUSEKP.EDU.EE"
"75012127";"Lasila Põhikool";"Lasila küla, Rakvere vald, Lääne-Viru maakond";"Vahtra puiestee 17";"";"";"";"00000000";"";"";"LASILAKOOL@HOT.EE"
"75016792";"Lasnamäe Gümnaasium";"Tallinn, Harju maakond";"Pae 59";"";"";"";"00000000";"";"";"LASGY@LASGY.TLN.EDU.EE"
"75031739";"Lasnamäe Lastekeskus";"Tallinn, Harju maakond";"Üœmera tn 46";"00000000";"";"";"00000000";"00000000";"";"JUHATAJA@LLK.TLN.EDU.EE"
"75016013";"Lasnamäe Linnaosa Valitsus";"Tallinn, Harju maakond";"Pallasti 54";"";"";"";"00000000";"";"";"LASNAMÄE@TALLINNLV.EE"
"75007563";"Lasnamäe Muusikakool";"Tallinn, Harju maakond";"Punane 69";"";"";"";"00000000";"";"";"MUUSIKA@MUUSIKA.TLN.EDU.EE"
"75038307";"Lasnamäe Noortekeskus";"Tallinn, Harju maakond";"Kahu tn 4";"00000000";"";"";"00000000";"00000000";"";""
"75017691";"Lasnamäe Põhikool";"Tallinn, Harju maakond";"Üœmera 46";"";"";"";"00000000";"";"";"LPK@LPK.TLN.EDU.EE"
"75038948";"Lasnamäe Saun";"Tallinn, Harju maakond";"Pae 19";"00000000";"";"";"00000000";"00000000";"";""
"75035281";"Lasnamäe Sotsiaalkeskus";"Tallinn, Harju maakond";"Killustiku 16";"00000000";"";"";"00000000";"00000000";"";"INFO@KESKUS.NETI.EE"
"75018802";"Lasnamäe Spordikompleks";"Tallinn, Harju maakond";"Pae 1/Peterburi tee 15";"";"";"";"00000000";"";"";""
"75016817";"Lasnamäe Vene Gümnaasium";"Tallinn, Harju maakond";"Koorti 23";"";"";"";"00000000";"";"";"LAVEG@LAVEG.TLN.EDU.EE"
"75010275";"Laste Hoolekande Asutus Lootus";"Sillamäe linn, Ida-Viru maakond";"Gagarini 7";"";"";"";"00000000";"";"";"SLOOTUS@HOT.EE"
"75010526";"Lasteaed \"Kaari\"";"Vastse-Kuuste alevik, Vastse-Kuuste vald, Põlva maakond";"";"";"";"";"00000000";"";"";"KAARI@VKUUSTE.EE"
"75024751";"Lasteaed \"Lepatriinu\"";"Lehtmetsa küla, Anija vald, Harju maakond";"Kose mnt.36";"";"";"";"00000000";"";"";"LEPATRIINU@NETI.EE"
"75008516";"Lasteaed Illikuku";"Ahja alevik, Ahja vald, Põlva maakond";"Illimari 3";"";"";"";"00000000";"";"";"INGE.SAKSING@GMAIL.COM"
"75017461";"Lasteaed Kajakas";"Tallinn, Harju maakond";"Madala 13";"";"";"";"00000000";"";"";"KAJAKAS@LA.TLN.EDU.EE"
"75017478";"Lasteaed Kelluke";"Tallinn, Harju maakond";"Uus-Kalamaja 6";"";"";"";"00000000";"";"";"KELLUKA@LA.TLN.EDU.EE"
"75023668";"Lasteaed Linnutaja";"Torma alevik, Torma vald, Jõgeva maakond";"Lasteaia 3";"";"";"";"00000000";"";"";""
"75003074";"Lasteaed MARI";"Põltsamaa linn, Jõgeva maakond";"Pärna tn 3";"";"";"";"00000000";"";"";"LASTEAEDMARI@GMAIL.COM"
"75017484";"Lasteaed Maasikas";"Tallinn, Harju maakond";"Vasara 18";"";"";"";"00000000";"";"";"MAASIKAS@LA.TLN.EDU.EE"
"75017840";"Lasteaed Mesipuu";"Tallinn, Harju maakond";"Kangru 5/Kangru 6";"";"";"";"00000000";"";"";"MESIPUU@LA.TLN.EDU.EE"
"75014474";"Lasteaed Miki";"Keila linn, Harju maakond";"Jaama 10";"";"";"";"00000000";"";"";""
"75017863";"Lasteaed Naeratus";"Tallinn, Harju maakond";"Niidi põik 4";"";"";"";"00000000";"";"";"NAERATUS@LA.TLN.EDU.EE"
"75026603";"Lasteaed Neeme Mudila";"Neeme küla, Jõelähtme vald, Harju maakond";"Männimäe tee";"";"";"";"00000000";"";"";"INFO@NEEMEMUDILA.EE"
"75017873";"Lasteaed Ojake";"Tallinn, Harju maakond";"Ädala 3";"";"";"";"00000000";"";"";"OJAKE@LA.TLN.EDU.EE"
"75026224";"Lasteaed Pillerpall";"Vaida alevik, Rae vald, Harju maakond";"Vana-Tartu mnt 34";"";"";"";"00000000";"";"";"PILLERPALL@RAE.EE"
"75019572";"Lasteaed Pisipõnn";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Nooruse 11";"";"";"";"00000000";"";"";"PISIPONN@TAPA.EE"
"75017892";"Lasteaed Päikene";"Tallinn, Harju maakond";"Sõle 39";"";"";"";"00000000";"";"";"PAIKENE@LA.TLN.EDU.EE"
"75017900";"Lasteaed Pääsupesa";"Tallinn, Harju maakond";"Puhangu 57";"";"";"";"00000000";"";"";"PAASUPESA@LA.TLN.EDU.EE"
"75011949";"Lasteaed Rukkilill";"Maardu linn, Harju maakond";"Nurga 2";"";"";"";"00000000";"";"";"MAARDURUKKILILL@HOT.EE"
"75017917";"Lasteaed Rukkirääk";"Tallinn, Harju maakond";"Rukki 17";"";"";"";"00000000";"";"";"RUKKIRAAK@LA.TLN.EDU.EE"
"75011518";"Lasteaed Rõõm";"Maardu linn, Harju maakond";"Noorte 8";"";"";"";"00000000";"";"";"NOORTE@HOT.EE"
"75011524";"Lasteaed Sipsik";"Maardu linn, Harju maakond";"Haigla 6";"";"";"";"00000000";"";"";"MAARDUSIPSIK@HOT.EE"
"75026230";"Lasteaed Taaramäe";"Jüri alevik, Rae vald, Harju maakond";"Ehituse 26";"";"";"";"00000000";"";"";"TAARAMÄE@RAE.EE"
"75026709";"Lasteaed Tõruke";"Jüri alevik, Rae vald, Harju maakond";"Tammiku 4";"";"";"";"00000000";"";"";"TORUKE@RAE.EE"
"75014497";"Lasteaed Vikerkaar";"Keila linn, Harju maakond";"Põhja 12a";"";"";"";"00000000";"";"";""
"75019589";"Lasteaed Vikerkaar";"Tapa v-linn, Tapa vald, Lääne-Viru maakond";"Üœlesõidu 3";"";"";"";"00000000";"";"";"VIKERKAAR@TAPA.EE"
"75018153";"Lastesõim Planeedi Mudila";"Tallinn, Harju maakond";"Planeedi 16";"";"";"";"00000000";"";"";"PLANEEDI@LA.TLN.EDU.EE"
"75017938";"Lastesõim Päkapikk";"Tallinn, Harju maakond";"Sõle 76a";"";"";"";"00000000";"";"";"PAKAPIKK@LA.TLN.EDU.EE"
"75000928";"Lasva Raamatukogu";"Lasva küla, Lasva vald, Võru maakond";"";"";"";"";"00000000";"";"";"RKOGU@LASVA.EE"
"75000992";"Lasva Rahvamaja";"Lasva küla, Lasva vald, Võru maakond";"";"";"";"";"00000000";"";"";"SIRJE@LASVA.EE"
"75039391";"Lasva Valla Noortekeskus";"Kääpa küla, Lasva vald, Võru maakond";"Kooli tee 1";"00000000";"";"";"00000000";"00000000";"";"VALD@LASVA.EE"
"75000911";"Lasva Vallavalitsus";"Lasva küla, Lasva vald, Võru maakond";"";"";"";"";"00000000";"";"";"VALD@LASVA.EE"
"75018696";"Lasva valla lasteaed";"Kääpa küla, Lasva vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75012156";"Lauka Põhikool";"Lauka küla, Kõrgessaare vald, Hiiu maakond";"Käina tee 27";"";"";"";"00000000";"";"";"LAUKAKOOL@MAIL.EE"
"75034324";"Laulasmaa Kool";"Laulasmaa küla, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";""
"75034531";"Laulasmaa Raamatukogu";"Laulasmaa küla, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";""
"75025667";"Laupa Põhikool";"Laupa küla, Türi vald, Järva maakond";"Laupa mõis";"";"";"";"00000000";"";"";"LAUPAKOOL@TYRI.EE"
"75000041";"Lavassaare Raamatukogu";"Audru vald, Pärnu maakond";"Võidu 2";"";"";"";"00000000";"";"";"RAAMATUKOGU@LAVASSAARE.EE"
"75027152";"Leevaku Raamatukogu";"Leevaku küla, Räpina vald, Põlva maakond";"";"00000000";"";"";"00000000";"00000000";"";"LEEVAKURAAMAT@RAPINA.EE"
"75020316";"Leevi Hooldekodu";"Leevi küla, Veriora vald, Põlva maakond";"";"";"";"";"00000000";"";"";""
"75020279";"Leevi Rahvaraamatukogu";"Leevi küla, Veriora vald, Põlva maakond";"";"";"";"";"00000000";"";"";""
"75025762";"Lehola Kool";"Lehola küla, Keila vald, Harju maakond";"Lehola 20";"00000000";"";"";"00000000";"00000000";"";"LEHOLAKOOL@GMAIL.COM"
"75025779";"Lehola Raamatukogu";"Lehola küla, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";"PILLE.PIKAJAGO@MAIL.EE"
"75016272";"Lehtse Kool";"Tõõrakõrve küla, Tapa vald, Lääne-Viru maakond";"";"";"";"";"00000000";"";"";"LEHTSE.POHIKOOL@TAPA.EE"
"75016311";"Lehtse Kultuurimaja";"Lehtse alevik, Tapa vald, Lääne-Viru maakond";"Rägavere tee 19";"";"";"";"00000000";"";"";"LEHTSE.KULTUURIMAJA@TAPA.EE"
"75028832";"Leie Lasteaed \"Sipelgapesa\"";"Leie küla, Kolga-Jaani vald, Viljandi maakond";"";"00000000";"";"";"00000000";"00000000";"";""
"75012297";"Leie Põhikool";"Leie küla, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"TIIT@LEIE.VIL.EE"
"75012375";"Leie Raamatukogu";"Leie küla, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";""
"75019684";"Leisi Keskkool";"Leisi alevik, Leisi vald, Saare maakond";"Kooli 4";"";"";"";"00000000";"";"";"TONI@LEISI.OESEL.EE"
"75019626";"Leisi Raamatukogu";"Leisi alevik, Leisi vald, Saare maakond";"Kooli 4";"";"";"";"00000000";"";"";""
"75019690";"Leisi Valla Kommunaalamet";"Karja küla, Leisi vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75019595";"Leisi Vallavalitsus";"Leisi alevik, Leisi vald, Saare maakond";"Kooli 12";"";"";"";"00000000";"";"";"VALD@LEISIVALD.EE"
"75021801";"Lelle Rahvamaja";"Lelle alevik, Kehtna vald, Rapla maakond";"Viljandi mnt 46";"";"";"";"00000000";"";"";"LELLE.RAHVAMAJA@KEHTNA.EE"
"75021913";"Lelle Rahvaraamatukogu";"Lelle alevik, Kehtna vald, Rapla maakond";"Viljandi mnt 46";"";"";"";"00000000";"";"";"RAAMATUKOGU@EIDAPERE.EE"
"70000800";"Lennuamet";"Tallinn, Harju maakond";"Rävala pst. 8";"";"";"";"00000000";"";"";"ECAA@ECAA.EE"
"75012104";"Lepna Raamatukogu";"Lepna alevik, Rakvere vald, Lääne-Viru maakond";"Energia pst 20";"";"";"";"00000000";"";"";""
"75001845";"Libatse Lasteaed-algkool";"Libatse küla, Halinga vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LIBATSEAK@PARNUMAA.EE"
"75001856";"Libatse Raamatukogu";"Libatse küla, Halinga vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LIBATSE@PKR.EE"
"75013581";"Lihula Gümnaasium";"Lihula vald, Lääne maakond";"Jaama 9";"";"";"";"00000000";"";"";"KOOL@LIHULA.EDU.EE"
"75022389";"Lihula Kultuurikeskus";"Lihula v-linn, Lihula vald, Lääne maakond";"Linnuse tee 1";"";"";"";"00000000";"";"";"MUUSEUM@LIHULA.EE; KULTUURIMAJA@LIHULA.EE"
"75013606";"Lihula Lasteaed";"Lihula v-linn, Lihula vald, Lääne maakond";"Lasteaia 6";"";"";"";"00000000";"";"";"LIHULA.LASTEAED@LIHULA.EE"
"75022404";"Lihula Muusika- ja Kunstikool";"Lihula vald, Lääne maakond";"Tallinna mnt 25";"";"";"";"00000000";"";"";"MUUSIKAKOOL@LIHULA.EE"
"75034519";"Lihula Valla Raamatukogu";"Lihula v-linn, Lihula vald, Lääne maakond";"Tallinna mnt 25";"00000000";"";"";"00000000";"00000000";"";"LIHULA.RAAMATUKOGU@LIHULA.EE"
"75013575";"Lihula Vallavalitsus";"Lihula v-linn, Lihula vald, Lääne maakond";"Jaama 1";"";"";"";"00000000";"";"";"VALLAVALITSUS@LIHULA.EE"
"75020888";"Liiva Raamatukogu";"Liiva küla, Muhu vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75006262";"Liivi Muuseum";"Rupsi küla, Alatskivi vald, Tartu maakond";"";"";"";"";"00000000";"";"";"INFO@MUUSA.EE"
"75034488";"Liivi Raamatukogu";"Liivi küla, Kullamaa vald, Lääne maakond";"";"00000000";"";"";"00000000";"00000000";"";"LIIVIRAAMATUKOGU@KULLAMAA.EE"
"75007043";"Lille Maja";"Tartu linn, Tartu maakond";"Lille 9";"";"";"";"00000000";"";"";"LILLE@LILLE.TARTU.EE"
"75023208";"Lilli Algkool";"Lilli küla, Karksi vald, Viljandi maakond";"";"";"";"";"00000000";"";"";""
"75023214";"Lilli Külamaja";"Lilli küla, Karksi vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"MALLE.ERELINE@KARKSI.EE"
"75022249";"Linda Raamatukogu";"Kobela alevik, Antsla vald, Võru maakond";"Kesk 9";"";"";"";"00000000";"";"";""
"75014327";"Lindi Lasteaed-Algkool";"Lindi küla, Audru vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LINDIKOOL@GMAIL.COM"
"75015120";"Lindi Raamatukogu";"Lindi küla, Audru vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LINDI@PKR.EE"
"75007576";"Linna Raamatupidamine";"Sillamäe linn, Ida-Viru maakond";"Tskalovi 1";"";"";"";"00000000";"";"";"RAAMASIL@HOT.EE"
"75011731";"Linnamäe Lasteaed";"Linnamäe küla, Lääne-Nigula vald, Lääne maakond";"";"";"";"";"00000000";"";"";"LINNAMAE.LASTEAED@LAANENIGULA.EE"
"75027175";"Linte Raamatukogu-Külakeskus";"Linte küla, Räpina vald, Põlva maakond";"";"00000000";"";"";"00000000";"00000000";"";"LINTERAAMAT@RAPINA.EE"
"75036642";"Lohkva Lasteaed";"Lohkva küla, Luunja vald, Tartu maakond";"Valguse tee 6";"00000000";"";"";"00000000";"00000000";"";"LOHKVALASTEAED@LUUNJA.EE"
"75003855";"Lohkva Raamatukogu - Luunja Valla Kesraamatukogu";"Lohkva küla, Luunja vald, Tartu maakond";"";"";"";"";"00000000";"";"";"INFO@LOHKVA.LIB.EE"
"75004487";"Lohusuu Kool";"Lohusuu alevik, Lohusuu vald, Ida-Viru maakond";"Avinurme tee 73";"";"";"";"00000000";"";"";"LOHUSUUPK@HOT.EE"
"75004518";"Lohusuu Raamatukogu";"Lohusuu alevik, Lohusuu vald, Ida-Viru maakond";"Avinurme tee 73";"";"";"";"00000000";"";"";""
"75039250";"Lohusuu Vabaajakeskus";"Lohusuu alevik, Lohusuu vald, Ida-Viru maakond";"Avinurme tee 73";"00000000";"";"";"00000000";"00000000";"";"HUVIKESKUS@LOHUSUUVV.EE"
"75004464";"Lohusuu Vallavalitsus";"Lohusuu alevik, Lohusuu vald, Ida-Viru maakond";"Avinurme tee 49";"";"";"";"00000000";"";"";"LOHUSUUVV@LOHUSUUVV.EE"
"75022737";"Loksa Gümnaasium";"Loksa linn, Harju maakond";"Tallinna tänav 47";"";"";"";"00000000";"";"";"KOOL@LOKSA.EDU.EE"
"75023450";"Loksa Lasteaed Õnnetriinu";"Loksa linn, Harju maakond";"Lasteaia 3";"";"";"";"00000000";"";"";"LASTEAED@LOKSA.EE"
"75023467";"Loksa Linnaraamatukogu";"Loksa linn, Harju maakond";"Tallinna 45";"";"";"";"00000000";"";"";"RAAMATUKOGU@LOKSA.EE"
"75013457";"Loksa Linnavalitsus";"Loksa linn, Harju maakond";"Tallinna 45";"";"";"";"00000000";"";"";"LINN@LOKSA.EE"
"75023444";"Loksa Muusikakool";"Loksa linn, Harju maakond";"Tallinna 47A";"";"";"";"00000000";"";"";"MUUSIKAKOOL@LOKSA.EE"
"75035602";"Loksa Noortekeskus";"Loksa linn, Harju maakond";"Tallinna 47";"00000000";"";"";"00000000";"00000000";"";"NOORTEKESKUS@LOKSA.EE"
"75026626";"Loo Keskkool";"Loo alevik, Jõelähtme vald, Harju maakond";"Saha tee 7";"";"";"";"00000000";"";"";"KOOL@LOOKOOL.EE"
"75026595";"Loo Lasteaed Pääsupesa";"Loo alevik, Jõelähtme vald, Harju maakond";"Saha tee 12";"";"";"";"00000000";"";"";"LOOPESA@GMAIL.COM"
"75021056";"Loosi Raamatukogu";"Loosi küla, Vastseliina vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75008002";"Luke Raamatukogu";"Luke küla, Nõo vald, Tartu maakond";"Vanajärve 2";"";"";"";"00000000";"";"";""
"75007994";"Luke lasteaed Segasumma";"Luke küla, Nõo vald, Tartu maakond";"Mäejüri 1";"";"";"";"00000000";"";"";"MARGE.ALTIN@MAIL.EE"
"75010453";"Lusti Lasteaed";"Lusti küla, Antsla vald, Võru maakond";"";"";"";"";"00000000";"";"";"LUSTI@ANTSLA.EE"
"75023527";"Lustivere Põhikool";"Lustivere küla, Põltsamaa vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"LUSTIVEREPK@LUSTIVEREPK.EDU.EE"
"70002443";"Luua Metsanduskool";"Luua küla, Palamuse vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"INFO@LUUA.EDU.EE"
"75003826";"Luunja Keskkool";"Luunja alevik, Luunja vald, Tartu maakond";"";"";"";"";"00000000";"";"";"LUUNJAKK@LUUNJA.EDU.EE"
"75003849";"Luunja Kultuuri- ja Vabaajakeskus";"Luunja alevik, Luunja vald, Tartu maakond";"Puiestee 8";"";"";"";"00000000";"";"";"KULTUURIMAJA@LUUNJA.EE"
"75003890";"Luunja Lasteaed \"Midrimaa\"";"Luunja alevik, Luunja vald, Tartu maakond";"Uus t 3";"";"";"";"00000000";"";"";""
"75003476";"Luunja Vallavalitsus";"Luunja alevik, Luunja vald, Tartu maakond";"";"";"";"";"00000000";"";"";"LUUNJAVV@LUUNJA.EE"
"75013049";"Luutsniku Raamatukogu";"Luutsniku küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75010134";"Lähte lasteaed Kiisupere";"Lähte alevik, Tartu vald, Tartu maakond";"Kase põik 3";"";"";"";"00000000";"";"";"INFO@LAHTELASTEAED.EDU.EE"
"75012081";"Lähte Üœhisgümnaasium";"Lähte alevik, Tartu vald, Tartu maakond";"";"";"";"";"00000000";"";"";"TOOMAS@LAHTE.EDU.EE"
"75037624";"Lähte Üœhisraamatukogu";"Lähte alevik, Tartu vald, Tartu maakond";"Õpetaja tn 8a";"00000000";"";"";"00000000";"00000000";"";"LAHTERK@TARTUVV.EE"
"75012898";"Lääne Maakonna Keskraamatukogu";"Haapsalu linn, Lääne maakond";"Posti 3";"";"";"";"00000000";"";"";"INFO@LIB.HAAPSALU.EE"
"70004301";"Lääne Maavalitsus";"Haapsalu linn, Lääne maakond";"Lahe 8";"";"";"";"00000000";"";"";"INFO@LAANE.MAAVALITSUS.EE"
"75039416";"Lääne- Saare Haldus";"Kuressaare linn, Saare maakond";"Marientali 27";"00000000";"";"";"00000000";"00000000";"";"HALDUS@LAANESAARE.EE"
"75038598";"Lääne-Nigula Vallavalitsus";"Taebla alevik, Lääne-Nigula vald, Lääne maakond";"Haapsalu mnt 6";"00000000";"";"";"00000000";"00000000";"";"VV@LAANENIGULA.EE"
"75038994";"Lääne-Nigula valla Noortekeskus";"Taebla alevik, Lääne-Nigula vald, Lääne maakond";"Haapsalu mnt 6";"00000000";"";"";"00000000";"00000000";"";"TAEBLA.NOORTEKAS@LAANENIGULA.EE"
"75039362";"Lääne-Nigula valla Raamatukogu";"Taebla alevik, Lääne-Nigula vald, Lääne maakond";"Lasteaia tn 11";"00000000";"";"";"00000000";"00000000";"";"TAEBLA.RAAMATUKOGU@LAANENIGULA.EE"
"75039422";"Lääne-Saare Avatud Noortekeskused";"Aste alevik, Lääne-Saare vald, Saare maakond";"Soo tn 2";"00000000";"";"";"00000000";"00000000";"";"NOORTEKESKUSED@LAANESAARE.EE"
"75038977";"Lääne-Saare Vallavalitsus";"Kuressaare linn, Saare maakond";"Marientali tee 27";"00000000";"";"";"00000000";"00000000";"";"VALD@LAANESAARE.EE"
"70004714";"Lääne-Viru Maavalitsus";"Rakvere linn, Lääne-Viru maakond";"Kreutzwaldi 5";"";"";"";"00000000";"";"";"MAAVALITSUS@L-VIRUMV.EE"
"70006174";"Lääne-Viru Rakenduskõrgkool";"Mõdriku küla, Vinni vald, Lääne-Viru maakond";"Pajusti sjk";"";"";"";"00000000";"";"";"INFO@MODRIKU.EDU.EE"
"75027525";"Lääne-Virumaa Keskraamatukogu";"Rakvere linn, Lääne-Viru maakond";"Lai tänav 7";"";"";"";"00000000";"";"";"LVKRK@LVKRK.EE"
"70000125";"Lääne-Virumaa Veterinaarkeskus";"Piira küla, Vinni vald, Lääne-Viru maakond";"Neffi 2";"";"";"";"00000000";"";"";"INFO.LVIRU@VET.AGRI.EE"
"75012854";"Läänemaa Spordikool";"Haapsalu linn, Lääne maakond";"Lihula mnt 10";"";"";"";"00000000";"";"";"LMSK@UGRI.HAAPSALU.EE"
"70000220";"Läänemaa Veterinaarkeskus";"Haapsalu linn, Lääne maakond";"Jaani 8";"";"";"";"00000000";"";"";"INFO.LM@VET.AGRI.EE"
"75038167";"Läänemaa Üœhisgümnaasium";"Haapsalu linn, Lääne maakond";"F.J.Wiedemanni 15";"00000000";"";"";"00000000";"00000000";"";""
"75010163";"Lääniste Raamatukogu";"Lääniste küla, Võnnu vald, Tartu maakond";"";"";"";"";"00000000";"";"";""
"75003571";"Lõpe Klubi";"Lõpe küla, Koonga vald, Pärnu maakond";"";"";"";"";"00000000";"";"";""
"75003536";"Lõpe Kool";"Lõpe küla, Koonga vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LOPEPK@GMAIL.COM"
"75003507";"Lõpe Raamatukogu";"Lõpe küla, Koonga vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"LOPERK@HOT.EE"
"75002212";"Lüganuse Keskkool";"Lüganuse alevik, Lüganuse vald, Ida-Viru maakond";"Kiviõli tee 25";"";"";"";"00000000";"";"";"KOOL@LYGANUSE.EDU.EE"
"75039356";"Lüganuse Kultuurikeskus";"Lüganuse vald, Ida-Viru maakond";"Kooli 5";"00000000";"";"";"00000000";"00000000";"";"KULTUURIKESKUS@LYGANUSE.EE"
"75034241";"Lüganuse Noortemaja";"Lüganuse alevik, Lüganuse vald, Ida-Viru maakond";"Kiviõli tee 12";"00000000";"";"";"00000000";"00000000";"";""
"75039149";"Lüganuse Valla Raamatukogu";"Lüganuse alevik, Lüganuse vald, Ida-Viru maakond";"Kiviõli tee 25a";"00000000";"";"";"00000000";"00000000";"";"RAAMATUKOGU@LYGANUSE.EE"
"75038629";"Lüganuse Vallavalitsus";"Lüganuse alevik, Lüganuse vald, Ida-Viru maakond";"Kiviõli tee 8";"00000000";"";"";"00000000";"00000000";"";"KANTSELEI@LYGANUSEVV.EE"
