"Asutuse.registrikood";"Asutuse.täisnimi";"Maakond..linn.vald..küla";"Tänav.maja";"Arhiv..kp";"Lõp.akt.nimi";"Lõpet..nr";"Lõpetamise.akti.kuupäev";"Lõpet.kp";"Arhiivis";"E.mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuupäev";"Asutamise_kuupäev";"Põhimääruse_akti_nr.";"Põhimääruse_kinnitamise_kuupäev.";"Kande_kuupäev";"Ettevõtte_registri_kood";"Kõrgemalseisva_asutuse_number";"Põhimääruse_akti_nr";"Põhimääruse_kinnitamise_kuupäev";"Moodustamisakt";"Põhimääruse_akt";"Tegevusala_kirjeldus"
"70009043";"Erakondade Rahastamise Järelevalve Komisjon";"Tallinn, Harju maakond";"Lossiplats 1A";"00000000";"";"";"00000000";"00000000";"";"";"
Riigi muu institutsioon";"37 ";"15165 ";"6316671 ";" ";"84119 ";"Mujal liigitamata riigi haldustegevus ";"1 RT I ";"25.11.2010 ";"27.03.2011 ";"17 ";"27.04.2000 ";"27.04.2011 ";" ";" ";"1 ";"06.05.2011 ";"Erakonnaseaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus ";"\"Erakondade Rahastamise Järelevalve Komisjoni töökord\" ";"Komisjon kontrollib, kas erakond, valimisliit ja üksikkandidaat täidab erakonnaseaduses sätestatud nõudeid."
"75011820";"Erastvere raamatukogu-külakeskus";"Soodoma küla, Kanepi vald, Põlva maakond";"";"";"";"";"00000000";"";"";"ERASTVERE.RAAMATUKOGU@KANEPI.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"63124 ";"53884391 ";" ";"91011 ";"Raamatukogude tegevus ";"11 ";"17.06.1999 ";"01.07.1999 ";"17 ";"27.04.2000 ";"02.10.2000 ";"54003621 ";"75011754 ";"21 ";"14.10.2014 ";"Kanepi Vallavolikogu määrus \"Raamatukogude põhimääruse kinnitamine, raamatukogude kasutamise eeskirjade kinnitamine, kultuurimajade põhimääruse kinnitamine\" ";"Kanepi Vallavolikogu määrus \"Erastvere raamatukogu-külakeskuse põhimäärus\" ";"Töö teavikutega, lugeja teenindamine, töö kataloogidega, teatmebibliograafia tööd. Piirkonna kultuurielu edendamine."
"75000466";"Erivajadustega Inimeste Rehabilitatsioonikeskus";"Pärnu linn, Pärnu maakond";"Riia mnt 70";"";"";"";"00000000";"";"";"PUUETE@LV.PARNU.EE";"
Linna ametiasutuse hallatav asutus";"67 ";"80021 ";"442 5577 ";" ";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus ";"39 ";"20.11.1997 ";"01.12.1997 ";"17 ";"27.04.2000 ";"18.04.2000 ";"18034301 ";"75000064 ";"79 ";"15.11.2001 ";"Pärnu Linnavolikogu määrus \"Puuetega Isikute Hoolekandekeskuse põhimääruse kinnitamine\" ";"Pärnu Linnavolikogu otsus \"Puuetega Isikute Hoolekandekeskuse põhimääruse kinnitamine\" ";"Puuetega isikute sotsiaalsele turvalisusele, arengule ja ühiskonnas kohanemisele kaasaaitamine, sotsiaalteenuste osutamine."
"75014379";"Erra Lasteaed";"Erra alevik, Sonda vald, Ida-Viru maakond";"Puiestee 8";"";"";"";"00000000";"";"";"ERRALASTEAED@SONDA.EE";"
Valla ametiasutuse hallatav asutus";"44 ";"43127 ";"33 59 045 ";" ";"85102 ";"Lasteaedade tegevus ";"1 ";"06.11.1992 ";"06.11.1992 ";"17 ";"27.04.2000 ";"16.10.2000 ";" ";"75014343 ";"11/2 ";"21.03.2000 ";"Õigusvastaselt võõrandatud sotsiaal-kultuuriobjektide munitsipaalomandusse üleandmise akt ";"Sonda Vallavolikogu otsus \"Erra lasteaia põhikirja kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75023547";"Esku-Kamari Kool";"Esku küla, Põltsamaa vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"ESKU.KOOL@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"49 ";"48131 ";"775 9133 ";" ";"85201 ";"Lasteaed-algkoolide tegevus ";"104 ";"18.02.2004 ";"01.09.2004 ";"17 ";"27.04.2000 ";"27.12.2000 ";"41014273 ";"75023496 ";"54 ";"16.03.2005 ";"Põltsamaa Vallavolikogu otsus \"Kamari Algkooli, Kamari Lasteaia ja Esku Lasteaed-Algkooli tegevuse ümberkorraldamine\" ";"Põltsamaa Vallavolikogu määrus \"Esku-Kamari Kooli põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist ning kooliealistele lastele alghariduse omandamist ja koolikohustuse täitmist"
"75008769";"Ferdinand von Wrangell' i nimeline Roela Lasteaed-Põhikool";"Roela alevik, Vinni vald, Lääne-Viru maakond";"Järve 1";"";"";"";"00000000";"";"";"ROELA.KOOL@VINNIVALD.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"46602 ";"3297147;3297151 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"07/16/289 ";"02.09.1992 ";"02.09.1992 ";"17 ";"27.04.2000 ";"12.08.2011 ";"59006446 ";"75008746 ";"4 ";"22.02.2011 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Vinni Vallavolikogu määrus \"Ferdinand von Wrangell´i nimelise Roela Lasteaed - Põhikooli põhimääruse kehtestamine\" ";"Koolieast noorematele lastele hoidu võimaldav ja alushariduse andmine ning õpilastele põhihariduse andmine."
"75023024";"Friedebert Tuglase nim. Ahja Kool";"Ahja alevik, Ahja vald, Põlva maakond";"Tartu mnt 23";"";"";"";"00000000";"";"";"AHJAKOOL@HOT.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"63710 ";"799 3961 ";"799 3961 ";"85312 ";"Põhikoolide tegevus ";"101 ";"31.05.1996 ";"31.05.1996 ";"17 ";"27.04.2000 ";"12.12.2000 ";"54002900 ";"75008505 ";"6 ";"28.03.2012 ";"Ahja Vallavalitsuse korraldus \"Munitsipaalasutuste põhikirjade kinnitamine\" ";"Ahja Vallavolikogu määrus \"Friedebert Tuglase nim. Ahja Kooli põhimääruse\" kinnitamine ";"Üœldhariduskool, kus on võimalik omandada põhiharidust"
"70003968";"G. Otsa nim Tallinna Muusikakool";"Tallinn, Harju maakond";"Vabaduse väljak 4";"";"";"";"00000000";"";"";"OTSAKOOL@OTSAKOOL.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"37 ";"10146 ";"644 3626 ";"644 6450 ";"85321 ";"Kutseõppeasutuste tegevus ";"407 ";"20.12.1944 ";"20.12.1944 ";"17 ";"27.04.2000 ";"25.01.1999 ";"1024675 ";"70000740 ";"26 ";"13.05.2010 ";"ENSV Rahvakomissaride Nõukogu otsus ";"Haridus- ja teadusministri määrus \"G. Otsa nimelise Tallinna Muusikakooli põhimäärus\" ";"Kutsekeskhariduse omandamise võimaldamine klaveri, keelpillide, puhk- ja löökpillide, akordioni ja kandle, klassikalise laulu, koorijuhtimise ja koolimuusika, muusikateooria ja levimuusika (laul, instrumendid) erialadel, täiendus- ja ümberõppe läbiviimine, õppe-metoodilise töö korraldamine, sealhulgas kooli õppekavade ja prgrammide koostamine ja täiustamine."
"75017596";"Gustav Adolfi Gümnaasium";"Tallinn, Harju maakond";"Suur-Kloostri 16";"";"";"";"00000000";"";"";"INFO@GAG.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10133 ";"627 4050 ";"627 4050 ";"85313 ";"Gümnaasiumide tegevus ";"20/546 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"28.11.2000 ";"1053547 ";"75014289 ";"109 ";"08.12.1999 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Tallinna Kesklinna munitsipaalkoolide põhimääruste kinnitamine\" ";"Loob õpilastele võimalused üldkeskhariduse omandamiseks"
"75014244";"Haabersti Linnaosa Valitsus";"Tallinn, Harju maakond";"Ehitajate tee 109A";"";"";"";"00000000";"";"";"HAABERSTI@TALLINNLV.EE";"
Linna ametiasutus";"37 ";"13514 ";"640 4800 ";"640 4801 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"26.08.1993 ";"26.08.1993 ";"17 ";"27.04.2000 ";"16.10.2000 ";"1137652 ";" ";"35 ";"01.10.2009 ";"Tallinna Linnavolikogu määrus \"Tallinna linnaosade omavalitsusorganite nimetustest ja nende juhtide ametinimetustest\" ";"Tallinna Linnavolikogu määrus \"Tallinna linnaosade valitsuste põhimääruste kinnitamine\" ";"Linnaosa arengu kindlustamine ja infrastruktuuri normaalse funktsioneerimise tagamine"
"75015730";"Haabersti Sotsiaalkeskus";"Tallinn, Harju maakond";"Õismäe tee 24";"";"";"";"00000000";"";"";"INFO@HABSOT.EU";"
Linna ametiasutuse hallatav asutus";"37 ";"13511 ";"657 9872 ";"657 9168 ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"32 ";"22.05.1998 ";"22.05.1998 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1402114 ";"75014244 ";"47 ";"01.11.2012 ";"Tallinna Linnavalitsuse määrus \"Haabersti Psühhosotsiaalse Rehabilitatsiooni Keskuse töö ümberkorraldamine\" ";"Tallinna Linnavalitsuse määrus \"Haabersti Sotsiaalkeskuse põhimäärus\" ";"Vanurite toimetuleku soodustamine ning vajalike sotsiaalteenuste ja muu abi osutamine, laste ja lapsi kasvatavate isikute toetamine."
"75015746";"Haabersti Vaba Aja Keskus";"Tallinn, Harju maakond";"Ehitajate tee 109 A";"";"";"";"00000000";"";"";"KAIDI.LIIVE@HAABERSTI.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"13514 ";"657 9527 ";"657 9527 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"45 ";"06.05.1994 ";"06.05.1994 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1314491 ";"75014244 ";"84 ";"27.12.2012 ";"Tallinna Linnavalitsuse määrus \"Tallinna Haabersti Linnaosa Vaba Aja Keskuse põhikirja kinnitamine\" ";"Tallinna Linnavalitsuse määrus \"Haabersti Vaba Aja Keskuse põhimäärus\" ";"Noorsootöö korraldamine Haabersti linnaosa noortega ning linnaosa elanikele aktiivseks puhkuseks võimaluste loomine, terviseteeninduse, kultuuri- ja sporditöö koordineerimine"
"75018408";"Haabersti Vene Gümnaasium";"Tallinn, Harju maakond";"Õismäe tee 132";"";"";"";"00000000";"";"";"HVG@HVG.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"13511 ";"657 9246 ";"657 9246 ";"85313 ";"Gümnaasiumide tegevus ";"20/545 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"30.11.2000 ";"1035070 ";"75014289 ";"35 ";"21.02.2001 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Haabersti Vene Gümnaasiumi põhimääruse kinnitamine\" ";"Loob võimalused üldkeskhariduse omandamiseks."
"75038813";"Haabneeme Kool";"Haabneeme alevik, Viimsi vald, Harju maakond";"Randvere tee 18";"00000000";"";"";"00000000";"00000000";"";"SIRJE.TOOMLA@VIIMSI.EDU.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74001 ";"602 8950 ";" ";"85312 ";"Põhikoolide tegevus ";"14 ";"19.02.2014 ";"01.09.2014 ";"17 ";"27.04.2000 ";"07.08.2014 ";" ";"75021250 ";"6 ";"28.02.2014 ";"Viimsi Vallavolikogu otsus \"Viimsi Keskkooli ümberkorraldamine ning Haabneeme Kooli ja Randvere Kooli asutamine\" ";"Viimsi Vallavalitsuse määrus \"Haabneeme Kooli põhimäärus\" ";"Põhikool, mis lähtub oma tegevuses seadustest, muudest õigusaktidest ning oma põhimäärusest."
"75022278";"Haabsaare Raamatukogu";"Haabsaare küla, Antsla vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"66405 ";"785 2441 ";" ";"91011 ";"Raamatukogude tegevus ";"297 ";"22.11.1990 ";"01.01.1991 ";"17 ";"27.04.2000 ";"15.12.2000 ";" ";"75010418 ";"17 ";"27.11.2007 ";"Võru Maakonnavalitsuse määrus \"Haldusfunktsioonide üleandmine\" ";"Antsla Vallavolikogu määrus \"Haabsaare Raamatukogu põhimääruse kinnitamine\" ";"Tagada elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist."
"75013078";"Haanja Kool";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"KOOL@HAANJAPK.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"65101 ";"787 8830 ";" ";"85312 ";"Põhikoolide tegevus ";"5 ";"15.02.2000 ";"01.09.2000 ";"17 ";"27.04.2000 ";"01.08.2011 ";" ";"75013003 ";"8 ";"17.03.2011 ";"Haanja Vallavolikogu otsus \"Haanja valla territooriumil asuvate koolide ümberkorraldamine\" ";"Haanja Vallavolikogu määrus \"Haanja Kooli põhimääruse kinnitamine\" ";"Õppe läbiviimine põhikooli I-III kooliastmes, õppe- ja kasvatustöö läbiviimine lasteaias."
"75013032";"Haanja Raamatukogu";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65101 ";"787 8814 ";" ";"91011 ";"Raamatukogude tegevus ";"297 ";"22.11.1990 ";"22.11.1990 ";"17 ";"27.04.2000 ";"09.10.2000 ";"38002303 ";"75013003 ";"8 ";"29.02.2000 ";"Võru Maakonnavalitsuse määrus \"Haldusfunktsioonide üleandmine\" ";"Haanja Vallavolikogu määrus \"Haanja valla raamatukogude põhimääruste kinnitamine\" ";"Lugejaile vajaliku kirjanduse, audio-visuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, hoidmine ja kättesaadavaks tegemine ning avalike andmepankade kasutamise võimaldamine."
"75038434";"Haanja Valla Rahvamajad";"Haanja küla, Haanja vald, Võru maakond";"Haanja Valla Rahvamajad";"00000000";"";"";"00000000";"00000000";"";"VALD@HAANJA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"65101 ";"53054164 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"4 ";"21.02.2013 ";"01.05.2013 ";"17 ";"27.04.2000 ";"02.05.2013 ";" ";"75013003 ";"5 ";"21.02.2013 ";"Haanja Vallavolikogu otsus \"Haanja Rahvamaja ja Ruusmäe Rahvamaja ühendamine ja ühendatud rahvamajade nimetamine Haanja Valla Rahvamajadeks\" ";"Haanja Vallavolikogu määrus \"Haanja Valla Rahvamajad põhimääruse kinnitamine\" ";"Rahvakultuuri säilitamine ja arendamine, kohaliku kultuuri- ja spordielu edendamine"
"75013003";"Haanja Vallavalitsus";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"VALD@HAANJA.EE";"
Valla ametiasutus";"86 ";"65101 ";"782 9111 ";"787 8839 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"10.01.1991 ";"10.01.1991 ";"17 ";"27.04.2000 ";"09.10.2000 ";"38002912 ";" ";"1 ";"11.01.2007 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Haanja Vallavolikogu määrus \"Haanja valla põhimääruse kinnitamine\" ";"Viib praktilise tegevusega ellu õigusaktides Haanja vallale kui omavalitsusüksusele pandud ning vallavolikogu määrustes ja otsustes seatud ülesandeid, korraldab vallavara valitsemist, koostab valla eelarve projekti ja korraldab eelarve täitmist."
"75013084";"Haanja valla hambaravikabinet";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65101 ";" ";" ";"86231 ";"Hambaravi osutamine ";"53 ";"25.11.1999 ";"25.11.1999 ";"17 ";"27.04.2000 ";"09.10.2000 ";"38001500 ";"75013003 ";"53 ";"25.11.1999 ";"Haanja Vallavolikogu otsus \"Ruusmäe Ambulatooriumi reorganiseerimine\" ";"Haanja Vallavolikogu otsus \"Ruusmäe Ambulatooriumi reorganiseerimine\" ";"Hambaraviteenuste osutamine."
"75012860";"Haapsalu Kultuurikeskus";"Haapsalu linn, Lääne maakond";"Posti 3";"";"";"";"00000000";"";"";"HKK@JAAM.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90510 ";"473 5516 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"06/681/02 ";"26.09.1994 ";"26.09.1994 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69003644 ";"75012802 ";"99 ";"26.06.1998 ";"Riigi vara munitsipaalomandisse andmise akt ";"Haapsalu Linnavolikogu otsus \"Lääne Maakonna Keskraamatukogu ja Läänemaa Kultuurikeskuse põhimääruse uue redaktsiooni kinnitamine\" ";"Professionaalse kultuuri vahendamine, kultuuriprojektide korraldamine ja paikkondliku kultuuri edendamine ning klubide ja huviringide tegevuse korraldamine"
"75012848";"Haapsalu Kunstikool";"Haapsalu linn, Lääne maakond";"Karja 6";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"57 ";"90503 ";"474 5282 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";"06/515/02 ";"30.10.1992 ";"30.10.1992 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69001935 ";"75012802 ";"105 ";"27.04.2001 ";"Riigi vara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu Kunstikooli põhimääruse uue redaktsiooni kinnitamine\" ";"Laste ja noorte loomevõimete arendamine, täiskasvanute kunstialane täiendamine"
"70003796";"Haapsalu Kutsehariduskeskus";"Uuemõisa alevik, Ridala vald, Lääne maakond";"Ehitajate tee 3";"";"";"";"00000000";"";"";"KOOL@HKHK.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"57 ";"90401 ";"666 1740 ";"666 1750 ";"85321 ";"Kutseõppeasutuste tegevus ";"200 ";"26.07.1991 ";"26.07.1991 ";"17 ";"27.04.2000 ";"21.01.1999 ";" ";"70000740 ";"44 ";"25.10.2005 ";"Haridusministeeriumi käskkiri \"Kutseõppeasutuste nimede muutmine\" ";"Haridus- ja teadusministri määrus \"Haapsalu Kutsehariduskeskuse põhimäärus\" ";"Kutse- ja kutsekeskhariduse omandamise võimaldamine järgmistes õppekavade rühmades: ehitus ja tsiviilrajatised, koduteenindus, materjalitöötlus, tarbekunst ja oskuskäsitöö, majandusarvestus ja maksundus, elektroonika ja automaatika, reisimine, turism ja vabaajaveetmine, majutamine ja toitlustamine"
"75012943";"Haapsalu Lasteaed \"Päikesejänku\"";"Haapsalu linn, Lääne maakond";"Endla 9";"";"";"";"00000000";"";"";"PAIKESEJANKU@HOT.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90504 ";"473 5618 ";" ";"85102 ";"Lasteaedade tegevus ";"06/525/02 ";"01.12.1992 ";"01.12.1992 ";"17 ";"27.04.2000 ";"23.10.2000 ";"69001941 ";"75012802 ";"36 ";"28.04.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012914";"Haapsalu Lasteaed \"Pääsupesa\"";"Haapsalu linn, Lääne maakond";"Niine 5";"";"";"";"00000000";"";"";"PAASUPESA@HOT.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90505 ";"473 4366 ";" ";"85102 ";"Lasteaedade tegevus ";"06/523/02 ";"01.12.1992 ";"01.12.1992 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69001993 ";"75012802 ";"36 ";"28.04.2000 ";"Riigivara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012920";"Haapsalu Lasteaed \"Tareke\"";"Haapsalu linn, Lääne maakond";"Põllu 6";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"57 ";"90505 ";"473 5609 ";" ";"85102 ";"Lasteaedade tegevus ";"06/526/02 ";"01.12.1992 ";"01.12.1992 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69006571 ";"75012802 ";"36 ";"28.04.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012937";"Haapsalu Lasteaed \"Tõruke\"";"Haapsalu linn, Lääne maakond";"Wiedemanni 12";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"57 ";"90503 ";"473 5553 ";" ";"85102 ";"Lasteaedade tegevus ";"06/521/02 ";"01.12.1992 ";"01.12.1992 ";"17 ";"27.04.2000 ";"23.10.2000 ";"69001705 ";"75012802 ";"36 ";"28.04.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012908";"Haapsalu Lasteaed \"Vikerkaar\"";"Haapsalu linn, Lääne maakond";"Lihula mnt 13";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"57 ";"90507 ";"475 5701 ";" ";"85102 ";"Lasteaedade tegevus ";"06/522/02 ";"01.12.1992 ";"01.12.1992 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69002001 ";"75012802 ";"36 ";"28.04.2000 ";"Riigi vara munitsipaalomandusse andmise akt. ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75012952";"Haapsalu Linna Algkool";"Haapsalu linn, Lääne maakond";"Ehte 14";"";"";"";"00000000";"";"";"HLA@HOT.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90502 ";"473 5583 ";" ";"85202 ";"Algkoolide tegevus ";"06/519/02 ";"30.12.1992 ";"30.12.1992 ";"17 ";"27.04.2000 ";"23.10.2000 ";"69006482 ";"75012802 ";"36 ";"28.04.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Haapsalu Linnavolikogu otsus \"Haapsalu linna munitsipaalkoolide ja -lasteaedade põhimääruste kinnitamine\" ";"Üœldhariduse andmine 1.-6. klassini"
"75012802";"Haapsalu Linnavalitsus";"Haapsalu linn, Lääne maakond";"Posti 34";"";"";"";"00000000";"";"";"HLV@HAAPSALULV.EE";"
Linna ametiasutus";"57 ";"90504 ";"472 5300 ";"472 5310 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"26.09.1991 ";"26.09.1991 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69002165 ";" ";"9 ";"28.03.2003 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Haapsalu Linnavolikogu määrus \"Haapsalu põhimääruse uue redaktsiooni kinnitamine\" ";"Viib praktilise tegevusega ellu õigusaktides Haapsalule kui omavalitsusüksusele pandud ülesandeid, välja arvatud juhul kui linnavolikogu on võtnud need enda pädevusse"
"75012825";"Haapsalu Nikolai Kool";"Haapsalu linn, Lääne maakond";"Lihula mnt 12";"";"";"";"00000000";"";"";"VG@VG.EDU.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90507 ";"472 4665 ";" ";"85312 ";"Põhikoolide tegevus ";"53 ";"29.02.2008 ";"01.09.2008 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69004721 ";"75012802 ";"53 ";"29.02.2008 ";"Haapsalu Linnavolikogu määrus \"Haapsalu Üœldgümnaasiumi ümbernimetamine ja põhimääruse kinnitamine\" ";"Haapsalu Linnavolikogu määrus \"Haapsalu Üœldgümnaasiumi ümbernimetamine ja põhimääruse kinnitamine\" ";"Loob õpilastele võimalused põhihariduse omandamiseks ning koolikohustuse täitmiseks."
"75012877";"Haapsalu Noorte Huvikeskus";"Haapsalu linn, Lääne maakond";"F.J. Wiedemanni 4";"";"";"";"00000000";"";"";"HELE@HAAPSALUNOOR.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90503 ";"472 4485 ";" ";"85529 ";"Muu huvikoolitus ";"187 ";"29.02.2008 ";"10.03.2008 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69003851 ";"75012802 ";"54 ";"29.02.2008 ";"Haapsalu Linnavolikogu otsus \"Haapsalu Lastekeskuse ümbernimetamine\" ";"Haapsalu Linnavolikogu määrus \"Haapsalu linna huvikoolide põhimääruste kinnitamine\" ";"Pakkuda noortele õppekava alusel huviharidust, korraldada avatud noosootööd, info edastamist ja nõustamist."
