"Asutuse registrikood";"Asutuse t�isnimi";"Maakond, linn/vald, k�la";"T�nav/maja";"Arhiv. kp";"L�p.akt.nimi";"L�pet. nr";"L�petamise akti kuup�ev";"L�pet.kp";"Arhiivis";"E-mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuup�ev";"Asutamise_kuup�ev";"P�him��ruse_akti_nr.";"P�him��ruse_kinnitamise_kuup�ev.";"Kande_kuup�ev";"Ettev�tte_registri_kood";"K�rgemalseisva_asutuse_number";"P�him��ruse_akti_nr";"P�him��ruse_kinnitamise_kuup�ev";"Moodustamisakt";"P�him��ruse_akt";"Tegevusala_kirjeldus"
"75017900";"Lasteaed P��supesa";"Tallinn, Harju maakond";"Puhangu 57";"";"";"";"00000000";"";"";"PAASUPESA@LA.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10316 ";"601 9296 ";"601 9296 ";"85102 ";"Lasteaedade tegevus ";"20/545 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"08.11.2000 ";"1033349 ";"75014289 ";"90 ";"21.10.1999 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Põhja-Tallinna linnaosa koolieelsete lasteasutuste põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75011949";"Lasteaed Rukkilill";"Maardu linn, Harju maakond";"Nurga 2";"";"";"";"00000000";"";"";"MAARDURUKKILILL@HOT.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"74113 ";"606 0841 ";" ";"85102 ";"Lasteaedade tegevus ";"20/507-02 ";"24.12.1992 ";"24.12.1992 ";"17 ";"27.04.2000 ";"16.10.2000 ";"1029916 ";"75011470 ";"133 ";"27.03.2007 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Maardu Linnavolikogu määrus \"Lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75017917";"Lasteaed Rukkir��k";"Tallinn, Harju maakond";"Rukki 17";"";"";"";"00000000";"";"";"RUKKIRAAK@LA.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10318 ";"601 8295 ";" ";"85102 ";"Lasteaedade tegevus ";"20/686 ";"27.06.1995 ";"27.06.1995 ";"17 ";"27.04.2000 ";"08.11.2000 ";"1021895 ";"75014289 ";"90 ";"21.10.1999 ";"Riigi vara munitsipaalomandisse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Põhja-Tallinna linnaosa koolieelsete lasteasutuste põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75011518";"Lasteaed R��m";"Maardu linn, Harju maakond";"Noorte 8";"";"";"";"00000000";"";"";"NOORTE@HOT.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"74116 ";"606 0836 ";"606 0836 ";"85102 ";"Lasteaedade tegevus ";"20/501-02 ";"16.12.1992 ";"16.12.1992 ";"17 ";"27.04.2000 ";"16.10.2000 ";"71064222 ";"75011470 ";"133 ";"27.03.2007 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Maardu Linnavolikogu määrus \"Lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75011524";"Lasteaed Sipsik";"Maardu linn, Harju maakond";"Haigla 6";"";"";"";"00000000";"";"";"MAARDUSIPSIK@HOT.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"74116 ";"606 0838 ";"606 0838 ";"85102 ";"Lasteaedade tegevus ";" ";"26.05.1994 ";"26.05.1994 ";"17 ";"27.04.2000 ";"16.10.2000 ";"71064206 ";"75011470 ";"133 ";"27.03.2007 ";"Maardu Linnavolikogu otsus \"Eesti lasteaia loomisest\" ";"Maardu Linnavolikogu määrus \"Lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75026230";"Lasteaed Taaram�e";"J�ri alevik, Rae vald, Harju maakond";"Ehituse 26";"";"";"";"00000000";"";"";"TAARAM�E@RAE.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"75301 ";"0 603 4194 ";" ";"85102 ";"Lasteaedade tegevus ";"91 ";"21.09.1999 ";"01.10.1999 ";"17 ";"27.04.2000 ";"14.03.2001 ";" ";"75026106 ";"91 ";"21.09.1999 ";"Rae Vallavolikogu määrus \"Rae valla lasteaedade põhimääruste kinnitamine\" ";"Rae Vallavolikogu määrus \"Rae valla lasteaedade põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75026709";"Lasteaed T�ruke";"J�ri alevik, Rae vald, Harju maakond";"Tammiku 4";"";"";"";"00000000";"";"";"TORUKE@RAE.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"75301 ";"604 8338 ";" ";"85102 ";"Lasteaedade tegevus ";"91 ";"21.09.1999 ";"01.10.1999 ";"17 ";"27.04.2000 ";"14.03.2001 ";" ";"75026106 ";"43 ";"28.12.2010 ";"Rae Vallavolikogu määrus \"Rae valla lasteaedade põhimääruste kinnitamine\" ";"Rae Vallavalitsuse määrus \"Rae valla koolieelsete lasteasutuste põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75014497";"Lasteaed Vikerkaar";"Keila linn, Harju maakond";"P�hja 12a";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"37 ";"76610 ";"604 52 99 ";" ";"85102 ";"Lasteaedade tegevus ";"13 ";"13.02.1991 ";"01.01.1991 ";"17 ";"27.04.2000 ";"18.10.2000 ";" ";"75014422 ";"19 ";"22.06.1999 ";"Harjumaa Hariduskoondise juhataja käskkiri ";"Keila Linnavolikogu määrus \"Keila Lasteaia Vikerkaar põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse andmist."
"75019589";"Lasteaed Vikerkaar";"Tapa v-linn, Tapa vald, L��ne-Viru maakond";"ܜles�idu 3";"";"";"";"00000000";"";"";"VIKERKAAR@TAPA.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"45108 ";"327 7700 ";" ";"85102 ";"Lasteaedade tegevus ";"9 ";"22.01.1992 ";"22.01.1992 ";"17 ";"27.04.2000 ";"15.02.2001 ";"59007569 ";"75033477 ";"57 ";"12.04.2007 ";"Tapa Linnavolikogu otsus ";"Tapa Vallavolikogu määrus \"Lasteaed Vikerkaar põhimäärus\" ";"Võimaldada koolieast noorematele lastele hoidu ja alushariduse omandamist ning kooliks ettevalmistamist."
"75018153";"Lastes�im Planeedi Mudila";"Tallinn, Harju maakond";"Planeedi 16";"";"";"";"00000000";"";"";"PLANEEDI@LA.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10131 ";"646 2911 ";"646 2911 ";"85101 ";"Lastesõimede tegevus ";"20/548 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"28.11.2000 ";"1049818 ";"75014289 ";"108 ";"08.12.1999 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Tallinna Kesklinna koolieelsete lasteasutuste põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75017938";"Lastes�im P�kapikk";"Tallinn, Harju maakond";"S�le 76a";"";"";"";"00000000";"";"";"PAKAPIKK@LA.TLN.EDU.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"10314 ";"661 8019 ";" ";"85101 ";"Lastesõimede tegevus ";"20/545 ";"29.12.1992 ";"29.12.1992 ";"17 ";"27.04.2000 ";"08.11.2000 ";"1033190 ";"75014289 ";"90 ";"21.10.1999 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Tallinna Linnavalitsuse määrus \"Põhja-Tallinna linnaosa koolieelsete lasteasutuste põhimääruste kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75000928";"Lasva Raamatukogu";"Lasva k�la, Lasva vald, V�ru maakond";"";"";"";"";"00000000";"";"";"RKOGU@LASVA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"65401 ";"789 8249 ";" ";"91011 ";"Raamatukogude tegevus ";"114 ";"10.05.1991 ";"10.05.1991 ";"17 ";"27.04.2000 ";"06.04.2000 ";"38002349 ";"75000911 ";"10 ";"19.02.2008 ";"Võru maavanema korraldus \"Haldusfunktsioonide üleandmine\" ";"Lasva Vallavolikogu määrus \"Lasva Raamatukogu põhimäärus\" ";"Üldkasutatav raamatukogu Lasva valla elanikele. Kogub, säilitab ja teeb elanikele kättesaadavaks vajaliku erialase kirjanduse, ilukirjanduse, Lasva vallavolikogu määrused ja muud vajalikud trükised, teavikud ning avalikud andmebaasid. Korraldab Lasva Avaliku Internetipunkti tööd."
"75000992";"Lasva Rahvamaja";"Lasva k�la, Lasva vald, V�ru maakond";"";"";"";"";"00000000";"";"";"SIRJE@LASVA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"65401 ";"789 8291 ";"789 8396 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"114 ";"10.05.1991 ";"10.05.1991 ";"17 ";"27.04.2000 ";"06.04.2000 ";"38002177 ";"75000911 ";"16 ";"10.03.2000 ";"Võru maavanema korraldus \"Haldusfunktsioonide üleandmine\" ";"Lasva Vallavolikogu määrus \"Valla rahvamajade põhimääruste kinnitamine\" ";"Piirkonna elanike kultuurialane teenindamine, taidlus- ja huvialaringide töö korraldamine, elanikkonna vaba aja veetmise korraldamine, kursuste, õpperingide ja muu sellesarnase korraldamine, kultuuriürituste korraldamine."
"75039391";"Lasva Valla Noortekeskus";"K��pa k�la, Lasva vald, V�ru maakond";"Kooli tee 1";"00000000";"";"";"00000000";"00000000";"";"VALD@LASVA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";" ";" ";" ";"85529 ";"Muu huvikoolitus ";"1-1.3/1 ";"29.01.2016 ";"29.01.2016 ";"17 ";"27.04.2000 ";"02.02.2016 ";" ";"75000911 ";"1-1.5/1 ";"29.01.2016 ";"Lasva Vallavolikogu otsus \"Lasva valla ametiasutuse hallatava asutuse nimetusega Lasva Valla Noortekeskus asutamine\" ";"Lasva Vallavolikogu määrus \"Lasva Valla Noortekeskuse põhimäärus\" ";"Noorsootöö korraldamine ja koordineerimine Lasva vallas, noortele arendavaks tegevuseks tingimuste loomine, Lasva valla noorte vaba aja sisustamine, nende sotsiaalsete väärtushinnangute kujundamine ja võimaluste pakkumine huvialadega tegelemiseks, erineval tasandil noorsootööalase koostöö arendamine."
"75000911";"Lasva Vallavalitsus";"Lasva k�la, Lasva vald, V�ru maakond";"";"";"";"";"00000000";"";"";"VALD@LASVA.EE";"
Valla ametiasutus";"86 ";"65401 ";"789 8289 ";"789 8396 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"07.05.1992 ";"07.05.1992 ";"17 ";"27.04.2000 ";"06.04.2000 ";"38003053 ";" ";"10 ";"09.05.2003 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Lasva Vallavolikogu määrus \"Lasva valla põhimäärus\" ";"Kohaliku elu korraldamine ja küsimuste lahendamine, mis on pandud vallavalitsusele täitmiseks vallavolikogu määruste ja otsustega või valla põhimäärusega."
"75018696";"Lasva valla lasteaed";"K��pa k�la, Lasva vald, V�ru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65401 ";"789 8338 ";" ";"85102 ";"Lasteaedade tegevus ";"4 ";"25.04.1996 ";"01.09.1996 ";"17 ";"27.04.2000 ";"14.11.2000 ";" ";"75000911 ";"12 ";"05.10.1999 ";"Lasva Vallavolikogu otsus \"Lasteasutuste töö ümberkorraldamine\" ";"Lasva Vallavolikogu määrus \"Lasva valla lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012156";"Lauka P�hikool";"Lauka k�la, K�rgessaare vald, Hiiu maakond";"K�ina tee 27";"";"";"";"00000000";"";"";"LAUKAKOOL@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"39 ";"92201 ";"469 3718 ";" ";"85312 ";"Põhikoolide tegevus ";"61 ";"12.01.1993 ";"12.01.1993 ";"17 ";"27.04.2000 ";"04.10.2000 ";"73000321 ";"75038612 ";"19 ";"13.06.2003 ";"Eesti Riigivaraameti Lääne Riigivaratalituse teatis ";"Kõrgessaare Vallavolikogu määrus \"Lauka Põhikooli põhimääruse kinnitamine\" ";"Loob võimalused õpilastele põhihariduse omandamiseks ning koolikohustuse täitmiseks."
"75034324";"Laulasmaa Kool";"Laulasmaa k�la, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"37 ";"76702 ";"673 3555 ";" ";"85312 ";"Põhikoolide tegevus ";"46/0106 ";"26.01.2006 ";"01.09.2006 ";"17 ";"27.04.2000 ";"01.09.2006 ";" ";"75025710 ";"10 ";"22.02.2006 ";"Keila Vallavolikogu otsus \"Laulasmaa Kooli asutamine\" ";"Keila Vallavolikogu määrus \"Laulasmaa Kooli põhimääruse ja struktuuri kinnitamine\" ";"Võimaluse loomine haridusstandardiga ettenähtud kohustusliku üldharidusmiinimumi omandamiseks, koolikohustuse täitmiseks ja alushariduse omandamiseks."
"75034531";"Laulasmaa Raamatukogu";"Laulasmaa k�la, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"37 ";"76702 ";" ";" ";"91011 ";"Raamatukogude tegevus ";"121/1106 ";"30.11.2006 ";"30.11.2006 ";"17 ";"27.04.2000 ";"16.01.2007 ";" ";"75025710 ";"27 ";"21.12.2006 ";"Keila Vallavolikogu otsus \"Laulasmaa Raamatukogu asutamine\" ";"Keila Vallavolikogu määrus \"Laulasmaa Raamatukogu põhimääruse kinnitamine\" ";"Teavikute kohalkasutamine ja kojulaenutamine ning üldkasutatava andmesidevõrgu kaudu juurdepääsu tagamine avalikule teabele."
"75025667";"Laupa P�hikool";"Laupa k�la, T�ri vald, J�rva maakond";"Laupa m�is";"";"";"";"00000000";"";"";"LAUPAKOOL@TYRI.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"72102 ";"387 3342 ";"387 3342 ";"85312 ";"Põhikoolide tegevus ";"83 ";"15.12.1994 ";"15.12.1994 ";"17 ";"27.04.2000 ";"15.03.2016 ";"51001001 ";"75033460 ";"2 ";"28.01.2016 ";"Türi Vallavolikogu otsus \"Munitsipaliseerimine\" ";"Türi Vallavolikogu määrus \"Türi Vallavolikogu määruste muutmine\" ";"Koolikohustuslike laste arenguks tingimuste loomine, laste õpetamine, kasvatamine, suunamine, mille tulemuseks on põhihariduse omandamine."
"75000041";"Lavassaare Raamatukogu";"Audru vald, P�rnu maakond";"V�idu 2";"";"";"";"00000000";"";"";"RAAMATUKOGU@LAVASSAARE.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"87001 ";"446 3308 ";"446 3324 ";"91011 ";"Raamatukogude tegevus ";"1 ";"22.01.1991 ";"01.02.1991 ";"17 ";"27.04.2000 ";"02.03.2000 ";"56017076 ";"75014296 ";"16 ";"13.12.2007 ";"Lavassaare Alevi Rahvasaadikute Nõukogu otsus \"Lavassaare raamatukogu üleminek täitevkomitee haldusesse\" ";"Lavassaare Vallavolikogu määrus \"Lavassaare Raamatukogu põhimäärus\" ";"Tagada Lavassaare valla elanike vaba ja piiramatu juurdepääs informatsioonile, teadmistele, inimmõtte saavutustele ning kultuurile"
"75027152";"Leevaku Raamatukogu";"Leevaku k�la, R�pina vald, P�lva maakond";"";"00000000";"";"";"00000000";"00000000";"";"LEEVAKURAAMAT@RAPINA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64428 ";"79 52238 ";" ";"91011 ";"Raamatukogude tegevus ";"8 ";"26.04.2001 ";"30.04.2001 ";"17 ";"27.04.2000 ";"02.02.2004 ";"54003696 ";"75025503 ";"11 ";"19.05.2010 ";"Räpina Vallavolikogu määrus \"Raamatukogude põhimääruste kinnitamine Räpina vallas\" ";"Räpina Vallavolikogu määrus \"Leevaku Raamatukogu põhimäärus\" ";"Tagada teeninduspiirkonna elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele,
inimmõtete saavutustele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist"
"75020316";"Leevi Hooldekodu";"Leevi k�la, Veriora vald, P�lva maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"65 ";"64202 ";"795 3384 ";" ";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus ";"18 ";"01.02.1995 ";"01.02.1995 ";"17 ";"27.04.2000 ";"07.02.2001 ";"54027900 ";"75020246 ";"13 ";"22.08.2000 ";"Veriora Vallavolikogu otsus \"Asutamisluba\" ";"Veriora Vallavolikogu määrus \"Leevi Hooldekodu põhimääruse kinnitamine\" ";"Tagab hooldekodus viibivatele isikutele nende eale ja seisundile vastava hooldamise, põetamise ja rehabilitatsiooni"
"75020279";"Leevi Rahvaraamatukogu";"Leevi k�la, Veriora vald, P�lva maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"65 ";"64202 ";"795 3335 ";" ";"91011 ";"Raamatukogude tegevus ";"10 ";"23.05.2000 ";"01.06.2000 ";"17 ";"27.04.2000 ";"07.02.2001 ";"54003704 ";"75020246 ";"10 ";"23.05.2000 ";"Veriora Vallavolikogu määrus \"Veriora ja Leevi raamatukogu põhimääruste kinnitamine\" ";"Veriora Vallavolikogu määrus \"Veriora ja Leevi raamatukogu põhimääruste kinnitamine\" ";"Teenindab Leevi küla elanikkonda ning teisi soovijaid Veriora vallas, komplekteerib oma kogud, säilitab ja teeb need lugejatele kättesaadavaks, arvestab ja töötleb raamatukokku saabunud trükised, auvised ning koostab nende avamiseks vajalikud infosüsteemid, korraldab näitusi, raamatukogu üritusi ning tutvustab oma kogusid üldsusele"
"75025762";"Lehola Kool";"Lehola k�la, Keila vald, Harju maakond";"Lehola 20";"00000000";"";"";"00000000";"00000000";"";"LEHOLAKOOL@GMAIL.COM";"
Valla ametiasutuse hallatav asutus";"37 ";"76612 ";"604 2644 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"30 ";"21.06.2000 ";"21.06.2000 ";"17 ";"27.04.2000 ";"28.10.2004 ";" ";"75025710 ";"36 ";"16.12.2010 ";"Keila Vallavolikogu määrus \"Lehola Lasteaed-Algkooli põhimääruse kinnitamine\" ";"Keila Vallavolikogu määrus \"Lehola Kooli põhimääruse kinnitamine\" ";"Koolieelne lasteasutus ja põhikool, kus põhikoolis toimub õpe I ja II kooliastmes"
"75025779";"Lehola Raamatukogu";"Lehola k�la, Keila vald, Harju maakond";"";"00000000";"";"";"00000000";"00000000";"";"PILLE.PIKAJAGO@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"76603 ";"604 2735 ";" ";"91011 ";"Raamatukogude tegevus ";"202/9711 ";"26.11.1997 ";"26.11.1997 ";"17 ";"27.04.2000 ";"08.11.2004 ";" ";"75025710 ";"59 ";"22.06.2001 ";"Keila Vallavolikogu otsus \"Lohusalu raamatukogu nime muutmine\" ";"Keila Vallavolikogu määrus \"Lehola Raamatukogu põhimääruse kinnitamine\" ";"Tagada elanike vaba ja piiramatu juurdepääs informatsioonile, teadmistele, inimmõtte saavutustele ning kultuurile"
"75016272";"Lehtse Kool";"T��rak�rve k�la, Tapa vald, L��ne-Viru maakond";"";"";"";"";"00000000";"";"";"LEHTSE.POHIKOOL@TAPA.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"73615 ";"383 3334 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"181 ";"12.02.2009 ";"01.09.2009 ";"17 ";"27.04.2000 ";"02.11.2000 ";"51000993 ";"75033477 ";"114 ";"16.04.2009 ";"Tapa Vallavolikogu otsus \"Lehtse Lasteaia ja Lehtse Põhikooli ümberkorraldamine\" ";"Tapa Vallavolikogu määrus \"Lehtse Kooli põhimäärus\" ";"Koolieast noorematele lastele hoiu, alushariduse omandamise ja kooliks ettevalmistamise võimaldamine ning õppetöö vastavuse tagamine riiklikus õppekavas esitatavatele nõuetele, arvestades Tapa valla ja Lehtse kooli arengukavas seatud eesmärke."
"75016311";"Lehtse Kultuurimaja";"Lehtse alevik, Tapa vald, L��ne-Viru maakond";"R�gavere tee 19";"";"";"";"00000000";"";"";"LEHTSE.KULTUURIMAJA@TAPA.EE";"
Valla ametiasutuse hallatav asutus";"59 ";"73601 ";"383 3350 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"37 ";"25.05.1995 ";"25.05.1995 ";"17 ";"27.04.2000 ";"02.11.2000 ";"51002928 ";"75033477 ";"47 ";"08.02.2007 ";"Lehtse Vallavolikogu otsus \"Munitsipaliseerimisest\" ";"Tapa Vallavolikogu määrus \"Lehtse Kultuurimaja põhimäärus\" ";"Rahuldada Tapa valla elanike kultuuri-, spordi-, isetegevus-, teabe- ja meelelahutusvajadusi, säilitada ja arendada rahvakultuuri, korraldada autorite loomingu avalikke esitusi ning kontserte, etendusi ja näitusi."
"75028832";"Leie Lasteaed \"Sipelgapesa\"";"Leie k�la, Kolga-Jaani vald, Viljandi maakond";"";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"84 ";"70303 ";"439 5185 ";" ";"85102 ";"Lasteaedade tegevus ";"97 ";"24.09.2002 ";"30.09.2002 ";"17 ";"27.04.2000 ";"29.04.2003 ";" ";"75012274 ";"3 ";"17.12.2002 ";"Kolga-Jaani Vallavolikogu otsus \"Leie Lasteaia asutamine\" ";"Kolga-Jaani Vallavolikogu määrus \"Leie Lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75012297";"Leie P�hikool";"Leie k�la, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"TIIT@LEIE.VIL.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70303 ";"439 5131 ";" ";"85312 ";"Põhikoolide tegevus ";"16 ";"01.08.2000 ";"04.08.2000 ";"17 ";"27.04.2000 ";"03.10.2000 ";" ";"75012274 ";"16 ";"01.08.2000 ";"Kolga-Jaani Vallavolikogu määrus \"Leie Põhikooli põhimääruse kinnitamine\" ";"Kolga-Jaani Vallavolikogu määrus \"Leie Põhikooli põhimääruse kinnitamine\" ";"Võimaldab põhihariduse omandamist."
"75012375";"Leie Raamatukogu";"Leie k�la, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"84 ";"70303 ";"439 5149 ";" ";"91011 ";"Raamatukogude tegevus ";"14/10-833 ";"02.01.1995 ";"02.01.1995 ";"17 ";"27.04.2000 ";"10.10.2000 ";" ";"75012274 ";"17 ";"01.08.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Kolga-Jaani Vallavolikogu määrus \"Raamatukogude põhimääruste kinnitamine\" ";"Lugejale avaliku kirjanduse, audiovisuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, säilitamine ja kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine."
"75019684";"Leisi Keskkool";"Leisi alevik, Leisi vald, Saare maakond";"Kooli 4";"";"";"";"00000000";"";"";"TONI@LEISI.OESEL.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"94202 ";"457 3248 ";"457 3248 ";"85313 ";"Gümnaasiumide tegevus ";"246 ";"30.12.1991 ";"01.01.1992 ";"17 ";"27.04.2000 ";"16.11.2000 ";"45003421 ";"75019595 ";"22 ";"20.12.2010 ";"Saare Maavalitsuse määrus \"Haldusreformi edasisest teostamisest maakonna haridussüsteemis\" ";"Leisi Vallavolikogu määrus \"Leisi Keskkooli põhimäärus\" ";"Loob koolikohustuslikele lastele võimaluse üldkeskhariduse omandamiseks"
"75019626";"Leisi Raamatukogu";"Leisi alevik, Leisi vald, Saare maakond";"Kooli 4";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"74 ";"94202 ";"457 3242 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"14.02.1990 ";"14.02.1990 ";"17 ";"27.04.2000 ";"16.11.2000 ";"45002261 ";"75019595 ";"24 ";"21.12.2009 ";"Saare Maakonna Kultuuriosakonna akt ";"Leisi Vallavolikogu määrus \"Leisi Raamatukogu põhimäärus\" ";"Raamatukogu eesmärk on tagada elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele, inimmõtte saavutustele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist."
